Date,Jour,1,2,3,4,5,Star 1,Star 2,Fichier,Feuille
2017-08-18,Vendredi,2,24.0,39.0,42.0,45.0,2,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-15,Mardi,10,14.0,30.0,35.0,46.0,4,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-11,Vendredi,18,28.0,39.0,46.0,48.0,5,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-08,Mardi,15,25.0,26.0,40.0,41.0,4,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-04,Vendredi,29,30.0,36.0,40.0,41.0,2,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-08-01,Mardi,14,21.0,24.0,29.0,30.0,8,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-28,Vendredi,5,9.0,29.0,31.0,41.0,2,4,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-25,Mardi,12,14.0,43.0,44.0,48.0,2,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-21,Vendredi,1,8.0,9.0,26.0,49.0,5,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-18,Mardi,1,25.0,27.0,41.0,45.0,5,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-14,Vendredi,11,14.0,20.0,21.0,47.0,7,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-11,Mardi,14,22.0,26.0,42.0,50.0,8,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-07,Vendredi,11,20.0,35.0,37.0,45.0,3,6,euromillions-past-draws-archive (7).xls,Sheet 1
2017-07-04,Mardi,10,22.0,25.0,37.0,49.0,5,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-30,Vendredi,17,35.0,39.0,47.0,50.0,6,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-27,Mardi,9,17.0,21.0,28.0,45.0,1,3,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-23,Vendredi,3,4.0,21.0,31.0,38.0,3,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-20,Mardi,11,18.0,26.0,43.0,44.0,8,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-16,Vendredi,15,17.0,38.0,41.0,42.0,9,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-13,Mardi,3,12.0,22.0,27.0,49.0,4,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-09,Vendredi,9,20.0,27.0,39.0,43.0,10,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-06,Mardi,20,22.0,25.0,37.0,40.0,3,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-06-02,Vendredi,8,10.0,24.0,33.0,42.0,3,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-30,Mardi,7,12.0,27.0,38.0,48.0,6,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-26,Vendredi,5,7.0,26.0,36.0,39.0,2,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-23,Mardi,8,15.0,25.0,27.0,42.0,1,4,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-19,Vendredi,9,11.0,12.0,19.0,30.0,4,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-16,Mardi,8,11.0,15.0,20.0,30.0,3,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-12,Vendredi,2,20.0,28.0,29.0,44.0,3,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-09,Mardi,8,12.0,16.0,22.0,26.0,6,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-05,Vendredi,3,7.0,30.0,35.0,43.0,1,3,euromillions-past-draws-archive (7).xls,Sheet 1
2017-05-02,Mardi,6,19.0,23.0,25.0,27.0,11,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-28,Vendredi,14,20.0,25.0,30.0,39.0,2,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-25,Mardi,9,11.0,19.0,32.0,43.0,3,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-21,Vendredi,2,13.0,16.0,22.0,49.0,4,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-18,Mardi,17,22.0,31.0,38.0,45.0,5,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-14,Vendredi,4,14.0,20.0,23.0,33.0,6,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-11,Mardi,5,21.0,22.0,31.0,49.0,2,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-07,Vendredi,2,10.0,19.0,35.0,50.0,6,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-04-04,Mardi,1,9.0,24.0,33.0,34.0,2,6,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-31,Vendredi,17,24.0,26.0,28.0,45.0,4,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-28,Mardi,9,13.0,31.0,33.0,46.0,6,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-24,Vendredi,2,17.0,21.0,27.0,34.0,5,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-21,Mardi,1,20.0,23.0,44.0,47.0,4,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-17,Vendredi,6,10.0,19.0,29.0,36.0,3,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-14,Mardi,3,5.0,21.0,36.0,44.0,3,6,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-10,Vendredi,31,36.0,38.0,47.0,49.0,8,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-07,Mardi,6,37.0,41.0,48.0,50.0,4,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-03-03,Vendredi,2,11.0,29.0,30.0,47.0,1,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-28,Mardi,10,20.0,31.0,35.0,42.0,2,12,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-24,Vendredi,2,4.0,13.0,22.0,43.0,8,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-21,Mardi,13,19.0,41.0,45.0,49.0,3,4,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-17,Vendredi,19,25.0,33.0,36.0,48.0,2,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-14,Mardi,2,10.0,24.0,40.0,44.0,3,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-10,Vendredi,7,21.0,26.0,35.0,43.0,2,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-07,Mardi,4,10.0,31.0,38.0,44.0,8,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-02-03,Vendredi,3,4.0,15.0,46.0,50.0,5,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-31,Mardi,3,4.0,17.0,23.0,44.0,6,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-27,Vendredi,17,20.0,28.0,45.0,48.0,5,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-24,Mardi,1,5.0,7.0,17.0,23.0,3,8,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-20,Vendredi,10,17.0,27.0,31.0,49.0,3,5,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-17,Mardi,4,16.0,25.0,43.0,47.0,2,10,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-13,Vendredi,3,7.0,16.0,26.0,50.0,4,7,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-10,Mardi,2,11.0,29.0,35.0,44.0,4,9,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-06,Vendredi,10,14.0,18.0,21.0,49.0,9,11,euromillions-past-draws-archive (7).xls,Sheet 1
2017-01-03,Mardi,19,23.0,27.0,34.0,49.0,1,11,euromillions-past-draws-archive (7).xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2009 Année 2009 (depuis 2004),,,,,,,,,euromillions-past-draws-archive (15).xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive (15).xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive (15).xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive (15).xls,Sheet 1
2009-12-25,Vendredi,4,5.0,14.0,17.0,34.0,3,5,euromillions-past-draws-archive (15).xls,Sheet 1
2009-12-18,Vendredi,14,30.0,32.0,35.0,49.0,3,8,euromillions-past-draws-archive (15).xls,Sheet 1
2009-12-11,Vendredi,20,41.0,43.0,44.0,46.0,2,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-12-04,Vendredi,18,19.0,25.0,30.0,44.0,1,3,euromillions-past-draws-archive (15).xls,Sheet 1
2009-11-27,Vendredi,5,8.0,13.0,15.0,33.0,8,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-11-20,Vendredi,5,9.0,28.0,43.0,47.0,2,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-11-13,Vendredi,13,15.0,25.0,26.0,32.0,3,4,euromillions-past-draws-archive (15).xls,Sheet 1
2009-11-06,Vendredi,11,19.0,34.0,43.0,45.0,5,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-10-30,Vendredi,9,33.0,35.0,38.0,40.0,2,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-10-23,Vendredi,6,18.0,20.0,29.0,31.0,2,8,euromillions-past-draws-archive (15).xls,Sheet 1
2009-10-16,Vendredi,12,23.0,30.0,31.0,47.0,3,4,euromillions-past-draws-archive (15).xls,Sheet 1
2009-10-09,Vendredi,7,11.0,29.0,46.0,50.0,4,7,euromillions-past-draws-archive (15).xls,Sheet 1
2009-10-02,Vendredi,22,23.0,24.0,29.0,44.0,1,5,euromillions-past-draws-archive (15).xls,Sheet 1
2009-09-25,Vendredi,6,17.0,18.0,21.0,34.0,3,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-09-18,Vendredi,6,16.0,30.0,38.0,41.0,2,4,euromillions-past-draws-archive (15).xls,Sheet 1
2009-09-11,Vendredi,12,15.0,35.0,42.0,43.0,4,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-09-04,Vendredi,6,9.0,20.0,38.0,39.0,3,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-08-28,Vendredi,8,36.0,37.0,41.0,49.0,5,7,euromillions-past-draws-archive (15).xls,Sheet 1
2009-08-21,Vendredi,4,7.0,16.0,31.0,42.0,3,5,euromillions-past-draws-archive (15).xls,Sheet 1
2009-08-14,Vendredi,5,8.0,24.0,30.0,49.0,3,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-08-07,Vendredi,10,20.0,22.0,24.0,31.0,2,7,euromillions-past-draws-archive (15).xls,Sheet 1
2009-07-31,Vendredi,5,9.0,20.0,21.0,26.0,3,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-07-24,Vendredi,14,15.0,25.0,35.0,47.0,5,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-07-17,Vendredi,2,8.0,17.0,32.0,50.0,3,7,euromillions-past-draws-archive (15).xls,Sheet 1
2009-07-10,Vendredi,6,16.0,20.0,42.0,46.0,1,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-07-03,Vendredi,21,29.0,34.0,46.0,47.0,6,8,euromillions-past-draws-archive (15).xls,Sheet 1
2009-06-26,Vendredi,6,11.0,21.0,30.0,39.0,2,8,euromillions-past-draws-archive (15).xls,Sheet 1
2009-06-19,Vendredi,4,16.0,17.0,20.0,29.0,5,7,euromillions-past-draws-archive (15).xls,Sheet 1
2009-06-12,Vendredi,6,14.0,16.0,34.0,50.0,4,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-06-05,Vendredi,11,19.0,26.0,35.0,40.0,2,5,euromillions-past-draws-archive (15).xls,Sheet 1
2009-05-29,Vendredi,2,5.0,30.0,37.0,47.0,3,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-05-22,Vendredi,4,13.0,14.0,33.0,43.0,1,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-05-15,Vendredi,8,18.0,19.0,20.0,42.0,5,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-05-08,Vendredi,4,23.0,24.0,29.0,31.0,8,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-05-01,Vendredi,5,19.0,31.0,38.0,47.0,3,5,euromillions-past-draws-archive (15).xls,Sheet 1
2009-04-24,Vendredi,4,14.0,21.0,24.0,41.0,5,8,euromillions-past-draws-archive (15).xls,Sheet 1
2009-04-17,Vendredi,4,7.0,21.0,44.0,47.0,1,5,euromillions-past-draws-archive (15).xls,Sheet 1
2009-04-10,Vendredi,9,14.0,16.0,37.0,46.0,2,4,euromillions-past-draws-archive (15).xls,Sheet 1
2009-04-03,Vendredi,2,20.0,24.0,32.0,46.0,1,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-03-27,Vendredi,25,33.0,36.0,38.0,42.0,6,7,euromillions-past-draws-archive (15).xls,Sheet 1
2009-03-20,Vendredi,12,16.0,23.0,31.0,35.0,4,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-03-13,Vendredi,12,24.0,26.0,36.0,42.0,1,4,euromillions-past-draws-archive (15).xls,Sheet 1
2009-03-06,Vendredi,13,17.0,19.0,25.0,35.0,5,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-02-27,Vendredi,5,9.0,37.0,44.0,45.0,6,9,euromillions-past-draws-archive (15).xls,Sheet 1
2009-02-20,Vendredi,9,12.0,13.0,14.0,48.0,1,2,euromillions-past-draws-archive (15).xls,Sheet 1
2009-02-13,Vendredi,22,33.0,36.0,40.0,42.0,1,2,euromillions-past-draws-archive (15).xls,Sheet 1
2009-02-06,Vendredi,10,20.0,30.0,36.0,40.0,3,5,euromillions-past-draws-archive (15).xls,Sheet 1
2009-01-30,Vendredi,4,29.0,34.0,35.0,46.0,5,8,euromillions-past-draws-archive (15).xls,Sheet 1
2009-01-23,Vendredi,32,33.0,36.0,40.0,49.0,2,8,euromillions-past-draws-archive (15).xls,Sheet 1
2009-01-16,Vendredi,3,17.0,22.0,49.0,50.0,3,6,euromillions-past-draws-archive (15).xls,Sheet 1
2009-01-09,Vendredi,7,15.0,22.0,28.0,48.0,1,4,euromillions-past-draws-archive (15).xls,Sheet 1
2009-01-02,Vendredi,29,30.0,36.0,37.0,48.0,1,6,euromillions-past-draws-archive (15).xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2021 Année 2021 (depuis 2004),,,,,,,,,euromillions-past-draws-archive (3).xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive (3).xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive (3).xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-31,Vendredi,7,22.0,25.0,43.0,49.0,6,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-28,Mardi,4,6.0,15.0,17.0,29.0,9,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-24,Vendredi,2,26.0,28.0,34.0,41.0,5,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-21,Mardi,12,17.0,21.0,34.0,38.0,2,3,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-17,Vendredi,1,2.0,15.0,30.0,35.0,2,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-14,Mardi,19,21.0,37.0,47.0,48.0,3,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-10,Vendredi,11,21.0,33.0,38.0,42.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-07,Mardi,22,31.0,38.0,46.0,47.0,7,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-12-03,Vendredi,21,22.0,29.0,32.0,46.0,9,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-30,Mardi,19,20.0,26.0,33.0,43.0,1,4,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-26,Vendredi,1,20.0,41.0,42.0,50.0,3,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-23,Mardi,17,21.0,36.0,42.0,46.0,7,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-19,Vendredi,22,26.0,38.0,47.0,50.0,2,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-16,Mardi,9,19.0,21.0,32.0,36.0,3,4,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-12,Vendredi,2,9.0,15.0,47.0,50.0,6,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-09,Mardi,17,25.0,26.0,33.0,36.0,1,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-05,Vendredi,2,12.0,25.0,30.0,41.0,8,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-11-02,Mardi,2,3.0,17.0,29.0,43.0,1,4,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-29,Vendredi,10,15.0,28.0,32.0,49.0,3,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-27,Mercredi,12,15.0,20.0,42.0,44.0,1,2,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-22,Vendredi,12,17.0,22.0,33.0,39.0,2,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-19,Mardi,4,20.0,36.0,40.0,41.0,1,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-15,Vendredi,21,26.0,31.0,34.0,49.0,2,5,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-12,Mardi,6,13.0,22.0,45.0,49.0,10,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-08,Vendredi,1,10.0,23.0,42.0,46.0,3,5,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-05,Mardi,11,13.0,14.0,36.0,45.0,7,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-10-01,Vendredi,1,15.0,19.0,26.0,48.0,6,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-28,Mardi,6,7.0,12.0,33.0,39.0,1,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-24,Vendredi,2,12.0,20.0,27.0,41.0,10,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-21,Mardi,20,25.0,26.0,30.0,38.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-17,Vendredi,5,7.0,8.0,10.0,34.0,1,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-14,Mardi,12,18.0,35.0,38.0,45.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-10,Vendredi,1,6.0,7.0,18.0,28.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-07,Mardi,7,19.0,35.0,42.0,43.0,7,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-09-03,Vendredi,5,7.0,13.0,29.0,35.0,3,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-31,Mardi,5,13.0,17.0,32.0,43.0,2,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-27,Vendredi,2,3.0,31.0,46.0,50.0,8,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-24,Mardi,19,21.0,36.0,44.0,50.0,3,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-20,Vendredi,3,9.0,19.0,20.0,23.0,9,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-17,Mardi,12,31.0,41.0,42.0,47.0,4,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-13,Vendredi,6,12.0,44.0,47.0,49.0,8,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-10,Mardi,9,37.0,47.0,48.0,49.0,2,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-06,Vendredi,7,14.0,21.0,26.0,32.0,4,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-08-03,Mardi,17,21.0,23.0,45.0,46.0,7,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-30,Vendredi,10,23.0,33.0,35.0,37.0,5,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-27,Mardi,5,9.0,19.0,21.0,25.0,10,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-23,Vendredi,23,24.0,26.0,34.0,50.0,2,4,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-20,Mardi,3,12.0,19.0,41.0,48.0,6,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-16,Vendredi,5,16.0,42.0,47.0,49.0,3,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-13,Mardi,5,6.0,8.0,11.0,22.0,3,4,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-09,Vendredi,6,19.0,36.0,37.0,49.0,4,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-06,Mardi,2,5.0,21.0,27.0,42.0,9,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-07-02,Vendredi,9,14.0,29.0,38.0,49.0,7,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-29,Mardi,6,12.0,20.0,24.0,48.0,5,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-25,Vendredi,1,29.0,30.0,33.0,36.0,3,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-22,Mardi,6,24.0,26.0,27.0,41.0,3,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-18,Vendredi,11,20.0,27.0,30.0,41.0,3,5,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-15,Mardi,11,21.0,26.0,30.0,31.0,2,3,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-11,Vendredi,9,17.0,21.0,33.0,39.0,7,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-08,Mardi,2,11.0,26.0,36.0,47.0,7,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-04,Vendredi,7,20.0,36.0,40.0,46.0,2,4,euromillions-past-draws-archive (3).xls,Sheet 1
2021-06-01,Mardi,3,10.0,26.0,35.0,44.0,6,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-28,Vendredi,11,13.0,16.0,34.0,40.0,1,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-25,Mardi,1,21.0,26.0,30.0,38.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-21,Vendredi,2,9.0,13.0,15.0,35.0,3,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-18,Mardi,5,13.0,38.0,39.0,40.0,4,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-14,Vendredi,6,16.0,18.0,29.0,38.0,6,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-11,Mardi,14,25.0,34.0,43.0,46.0,5,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-07,Vendredi,14,22.0,33.0,38.0,47.0,8,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-05-04,Mardi,3,10.0,13.0,28.0,46.0,4,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-30,Vendredi,1,16.0,24.0,28.0,46.0,2,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-27,Mardi,13,14.0,24.0,35.0,49.0,1,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-23,Vendredi,3,14.0,15.0,19.0,29.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-20,Mardi,5,17.0,28.0,41.0,46.0,10,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-16,Vendredi,6,11.0,29.0,40.0,48.0,5,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-13,Mardi,16,20.0,31.0,47.0,50.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-09,Vendredi,2,8.0,32.0,35.0,44.0,8,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-06,Mardi,2,21.0,37.0,38.0,50.0,7,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-04-02,Vendredi,4,21.0,34.0,40.0,47.0,2,5,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-30,Mardi,24,27.0,28.0,29.0,42.0,4,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-26,Vendredi,10,12.0,37.0,49.0,50.0,3,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-23,Mardi,2,26.0,29.0,36.0,49.0,3,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-19,Vendredi,3,9.0,35.0,43.0,44.0,1,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-16,Mardi,23,25.0,32.0,35.0,47.0,2,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-12,Vendredi,4,6.0,9.0,11.0,44.0,10,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-09,Mardi,1,16.0,21.0,32.0,33.0,11,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-05,Vendredi,4,5.0,39.0,46.0,48.0,7,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-03-02,Mardi,2,19.0,24.0,26.0,49.0,6,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-26,Vendredi,6,12.0,22.0,29.0,33.0,6,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-23,Mardi,9,18.0,30.0,39.0,45.0,1,3,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-19,Vendredi,4,12.0,25.0,46.0,48.0,7,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-16,Mardi,5,9.0,25.0,29.0,30.0,6,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-12,Vendredi,7,23.0,30.0,32.0,36.0,8,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-09,Mardi,5,10.0,24.0,31.0,37.0,9,10,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-05,Vendredi,12,19.0,37.0,44.0,45.0,2,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-02-02,Mardi,18,20.0,35.0,38.0,48.0,9,12,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-29,Vendredi,1,5.0,27.0,36.0,42.0,1,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-26,Mardi,5,7.0,25.0,37.0,40.0,2,8,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-22,Vendredi,8,16.0,42.0,44.0,47.0,6,7,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-19,Mardi,25,27.0,31.0,35.0,43.0,5,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-15,Vendredi,4,10.0,27.0,38.0,40.0,3,11,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-12,Mardi,2,10.0,18.0,34.0,35.0,6,9,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-08,Vendredi,18,23.0,37.0,41.0,42.0,4,6,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-05,Mardi,12,34.0,37.0,38.0,42.0,1,3,euromillions-past-draws-archive (3).xls,Sheet 1
2021-01-01,Vendredi,16,28.0,32.0,44.0,48.0,1,9,euromillions-past-draws-archive (3).xls,Sheet 1
Tirage de la loterie Euro Millions de l'année 2010 Année 2010 (depuis 2004),,,,,,,,,euromillions-past-draws-archive (14).xls,Sheet 1
,,,,,,,,,euromillions-past-draws-archive (14).xls,Sheet 1
,,SERIES,,,,,,,euromillions-past-draws-archive (14).xls,Sheet 1
Date,Jour de la semaine,1,2.0,3.0,4.0,5.0,Star 1,Star 2,euromillions-past-draws-archive (14).xls,Sheet 1
